,age,workclass,education,education-num,marital-status,occupation,relationship,race,native-country,income_over_50K,over40hrs,gender-F/1-M/0
25452,21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
16334,50,Federal-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,United-States,1,1,Male
20710,64,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Male
11305,46,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,1,1,Male
42296,31,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
27001,32,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,United-States,0,0,Female
27129,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
19357,32,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Male
3161,70,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,United-States,0,0,Male
40118,43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,Other,Mexico,0,0,Male
22380,40,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Male
8175,40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Female
16921,26,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,0,1,Male
17873,20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,1,Male
45865,20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
17898,26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Female
23399,46,Private,Assoc-voc,11,Never-married,Transport-moving,Not-in-family,White,United-States,0,1,Male
43636,21,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,United-States,0,0,Female
12579,25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
28031,58,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
13555,37,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
11755,24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,0,Male
23046,28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Germany,1,1,Male
48216,18,Private,11th,7,Never-married,Sales,Own-child,White,United-States,0,0,Female
3272,17,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
33016,17,Private,10th,6,Never-married,Other-service,Own-child,White,United-States,0,0,Female
2654,78,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
7724,44,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,United-States,0,1,Male
44107,26,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
873,50,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,Black,Haiti,0,1,Male
23847,27,Private,Assoc-voc,11,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
1262,28,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,United-States,0,1,Male
42530,66,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
42971,48,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
19965,46,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
35017,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
16913,43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
13638,58,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
37283,42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
22145,48,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,United-States,0,1,Male
41306,60,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Spouse,White,Poland,0,0,Male
46645,49,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,United-States,0,1,Female
42807,41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Black,United-States,1,0,Female
48783,35,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,1,Male
10479,25,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
30037,27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,United-States,0,1,Male
16358,67,Private,10th,6,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
752,23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,United-States,0,1,Male
7015,30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,United-States,0,0,Male
15843,48,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,United-States,1,1,Female
31385,45,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
36098,52,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
29798,37,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
37964,48,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,0,1,Male
2147,51,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,United-States,0,0,Female
24633,17,Private,11th,7,Never-married,Sales,Own-child,White,United-States,0,0,Female
26614,47,Local-gov,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,United-States,0,1,Female
41106,22,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,United-States,0,0,Female
563,73,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
33119,28,Private,Some-college,10,Divorced,Prof-specialty,Own-child,White,United-States,0,0,Female
40399,28,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Female
27116,30,Private,Bachelors,13,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,Philippines,0,0,Female
594,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
2739,38,State-gov,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,0,Male
29680,46,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
9936,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
18376,49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
20162,63,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,United-States,0,0,Female
815,42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
31251,38,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Female
39850,29,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Male
29687,47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
41966,36,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,United-States,0,0,Female
3324,60,Private,11th,7,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
35837,38,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
9449,59,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,United-States,1,1,Female
8951,21,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
29415,41,State-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
27956,36,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
37414,67,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Spouse,Black,United-States,0,0,Male
40413,66,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Male
31897,31,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Mexico,0,0,Female
8829,35,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Female
7377,73,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
32836,48,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,United-States,0,1,Male
45578,18,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
23748,38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
5877,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,United-States,0,0,Male
5592,32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
46559,38,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Black,United-States,0,0,Female
32486,36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,1,0,Male
15768,20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Male
22447,24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Male
3818,37,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,United-States,0,1,Male
48440,46,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Female
40147,28,Private,11th,7,Married-spouse-absent,Other-service,Unmarried,White,United-States,0,0,Female
29785,51,Private,5th-6th,3,Married-civ-spouse,Prof-specialty,Spouse,Black,United-States,0,0,Male
11513,44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,Black,United-States,1,1,Male
31817,21,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Mexico,0,1,Male
43146,50,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
15876,17,Private,7th-8th,4,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
28684,22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,United-States,0,0,Female
23812,36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
34372,29,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Male
18248,28,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,United-States,0,0,Female
2931,33,Federal-gov,10th,6,Never-married,Other-service,Unmarried,Black,United-States,0,0,Female
36964,41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
27812,45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
44520,45,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
20841,24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,United-States,0,0,Male
8590,30,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
31158,60,Private,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Dominican-Republic,0,0,Male
100,51,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Female
12828,40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
4488,49,Local-gov,11th,7,Divorced,Other-service,Own-child,White,United-States,0,1,Female
24819,27,Private,Bachelors,13,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Female
45018,38,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,United-States,0,0,Female
291,63,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Spouse,White,United-States,0,0,Male
15725,47,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
31226,23,Private,11th,7,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,United-States,0,0,Male
39666,39,State-gov,Some-college,10,Never-married,Transport-moving,Own-child,Black,United-States,0,0,Male
2216,50,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
22910,23,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,United-States,0,0,Female
10833,20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,United-States,0,0,Female
1488,46,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,United-States,1,0,Female
26943,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,United-States,0,0,Male
41667,26,Private,HS-grad,9,Married-AF-spouse,Sales,Spouse,White,United-States,0,1,Male
43952,30,Local-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,United-States,0,0,Male
18463,41,Self-emp-not-inc,Masters,14,Divorced,Sales,Unmarried,White,United-States,1,0,Male
43666,42,Private,11th,7,Divorced,Sales,Unmarried,White,Mexico,0,1,Male
21877,31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
26481,34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
40592,42,Private,Some-college,10,Never-married,Transport-moving,Unmarried,Black,United-States,0,0,Female
1180,64,Federal-gov,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,United-States,0,0,Female
42523,79,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
11999,17,Private,11th,7,Never-married,Sales,Own-child,White,United-States,0,0,Female
20268,37,Private,Bachelors,13,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,China,0,0,Male
39484,35,Private,HS-grad,9,Separated,Other-service,Own-child,Black,United-States,0,0,Female
11095,52,Private,Some-college,10,Separated,Craft-repair,Other-relative,Asian-Pac-Islander,Philippines,0,0,Male
25634,18,Private,12th,8,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Germany,0,0,Female
11531,27,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Female
36160,31,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
23108,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,United-States,0,0,Female
43290,20,Private,10th,6,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
16407,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
30394,36,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Columbia,0,0,Female
20488,64,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,United-States,0,0,Female
31005,31,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Spouse,Black,United-States,0,1,Male
19859,37,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,Black,United-States,1,1,Male
8365,57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
34111,37,Private,Some-college,10,Never-married,Sales,Not-in-family,White,United-States,0,1,Male
27139,25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,1,Female
12774,28,Private,HS-grad,9,Divorced,Sales,Unmarried,White,United-States,0,0,Female
38895,38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,Black,United-States,0,0,Male
14875,24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
9233,66,Self-emp-not-inc,HS-grad,9,Widowed,Tech-support,Not-in-family,White,United-States,0,1,Female
45055,51,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,India,0,0,Male
43829,19,Private,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,United-States,0,0,Male
18156,63,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,Black,United-States,1,0,Male
38481,56,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Yugoslavia,0,0,Female
26811,67,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
16917,21,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,United-States,0,0,Male
33761,61,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,0,Male
20897,36,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
18478,25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,United-States,0,0,Female
3094,53,State-gov,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,0,0,Male
30966,36,Private,Masters,14,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,India,0,0,Female
34937,24,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,White,United-States,0,0,Female
43505,57,Local-gov,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,United-States,0,0,Female
33523,30,Self-emp-inc,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
28102,41,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
35778,56,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Spouse,White,United-States,1,0,Male
24686,28,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Mexico,0,0,Male
421,33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,United-States,0,0,Female
3781,64,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,United-States,0,0,Female
31062,48,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Female
47583,60,Private,Masters,14,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,South,1,1,Male
12363,46,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,United-States,0,1,Male
3386,25,Self-emp-not-inc,11th,7,Never-married,Sales,Own-child,White,United-States,0,0,Male
29907,21,Private,10th,6,Never-married,Prof-specialty,Unmarried,White,United-States,0,0,Female
46020,33,State-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,Black,United-States,0,0,Female
10384,50,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,0,Male
1585,51,State-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,United-States,0,0,Female
17505,38,Private,Masters,14,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
36760,64,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
5342,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,United-States,0,0,Female
23780,37,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,Black,United-States,1,1,Male
46968,63,Private,10th,6,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,0,0,Male
8596,54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
45227,56,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
4006,30,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
13274,38,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
3697,35,Private,Some-college,10,Separated,Exec-managerial,Own-child,Black,United-States,0,0,Female
6886,58,Private,7th-8th,4,Separated,Other-service,Not-in-family,White,United-States,0,0,Female
23027,75,Self-emp-not-inc,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,United-States,1,1,Male
45269,50,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,United-States,0,0,Female
35850,47,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,United-States,1,1,Male
34533,29,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,Other,United-States,1,1,Female
2056,26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,0,1,Male
48658,28,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,1,Male
8774,49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,Asian-Pac-Islander,Outlying-US(Guam-USVI-etc),1,0,Male
5000,38,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
18967,49,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,United-States,0,1,Male
43782,22,Private,11th,7,Never-married,Sales,Unmarried,White,United-States,0,0,Female
36565,34,Private,Bachelors,13,Never-married,Sales,Unmarried,Black,United-States,0,1,Male
27734,44,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
7271,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,1,Male
38526,50,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,Black,United-States,0,0,Male
17096,47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Italy,0,1,Female
16838,31,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,United-States,0,0,Female
15436,23,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
12701,47,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,United-States,1,0,Female
33997,29,Local-gov,HS-grad,9,Never-married,Other-service,Unmarried,White,United-States,0,0,Female
37726,46,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,White,Mexico,0,0,Male
37085,35,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
7950,38,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,0,Male
48036,35,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Male
32544,40,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
32833,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,United-States,0,0,Female
28567,35,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
33560,32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Female
8759,35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
12212,32,Private,10th,6,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
1743,29,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,United-States,0,1,Female
36531,59,State-gov,10th,6,Married-civ-spouse,Farming-fishing,Spouse,White,United-States,0,0,Male
42327,36,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,United-States,0,0,Female
36205,40,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Spouse,White,United-States,0,0,Male
39805,22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,United-States,0,0,Female
29207,25,Private,10th,6,Never-married,Priv-house-serv,Own-child,White,United-States,0,0,Female
48131,54,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,United-States,0,0,Female
38127,23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Philippines,0,0,Male
39084,39,Self-emp-not-inc,Some-college,10,Divorced,Sales,Unmarried,White,United-States,0,1,Male
32066,47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
5839,56,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
24682,48,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Spouse,White,United-States,1,1,Male
10404,39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
15487,29,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,United-States,0,0,Female
10767,19,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,United-States,0,0,Female
684,34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,United-States,0,0,Male
30723,27,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,Amer-Indian-Eskimo,United-States,0,1,Female
23390,34,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,0,Female
4236,33,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,United-States,0,0,Male
42700,27,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,United-States,1,1,Male
47502,48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
33614,50,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
46771,28,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,United-States,1,0,Female
38859,48,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Male
13368,42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,1,Male
46918,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
37718,19,Private,11th,7,Never-married,Prof-specialty,Own-child,Black,United-States,0,0,Male
34549,24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,United-States,0,1,Male
20764,43,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,United-States,0,1,Male
6778,36,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
28034,45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,0,Male
48688,33,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,1,Male
27274,23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,United-States,0,0,Male
18818,34,Private,Some-college,10,Never-married,Sales,Not-in-family,White,United-States,0,1,Male
14300,42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,United-States,1,0,Male
31757,20,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,United-States,0,0,Female
1764,45,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,United-States,0,1,Female
34776,48,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,1,Male
37405,54,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Spouse,Black,Haiti,1,1,Male
37878,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,United-States,1,0,Female
34206,35,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,United-States,0,1,Male
37601,51,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Spouse,White,United-States,1,1,Male
44455,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,1,1,Male
19578,76,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Canada,1,0,Male
31494,24,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,0,1,Female
28747,48,Private,HS-grad,9,Divorced,Other-service,Unmarried,Black,United-States,0,0,Female
44981,40,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Spouse,White,United-States,1,0,Male
36033,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,United-States,0,0,Male
10460,32,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,United-States,0,0,Female
23406,54,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Tech-support,Other-relative,White,United-States,0,0,Female
121,18,Private,Some-college,10,Never-married,Sales,Own-child,White,United-States,0,0,Female
43786,26,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Spouse,Other,Mexico,0,0,Male
21533,24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,United-States,0,1,Female
